title,authors,abstract,published,url
Accelerated and Improved Stabilization for High Order Moments of Racah Polynomials,"Basheera M. Mahmmod, Sadiq H. Abdulhussain, Tomáš Suk","One of the most effective orthogonal moments, discrete Racah polynomials
(DRPs) and their moments are used in many disciplines of sciences, including
image processing, and computer vision. Moments are the projections of a signal
on the polynomial basis functions. Racah polynomials were introduced by Wilson
and modified by Zhu for image processing and they are orthogonal on a discrete
set of samples. However, when the moment order is high, they experience the
issue of numerical instability. In this paper, we propose a new algorithm for
the computation of DRPs coefficients called Improved Stabilization (ImSt). In
the proposed algorithm, {the DRP plane is partitioned into four parts, which
are asymmetric because they rely on the values of the polynomial size and the
DRP parameters.} The logarithmic gamma function is utilized to compute the
initial values, which empower the computation of the initial value for a wide
range of DRP parameter values as well as large size of the polynomials. In
addition, a new formula is used to compute the values of the initial sets based
on the initial value. Moreover, we optimized the use of the stabilizing
condition in specific parts of the algorithm. ImSt works for wider range of
parameters until higher degree than the current algorithms. We compare it with
the other methods in a number of experiments.",2022-12-30 17:07:26+00:00,http://arxiv.org/pdf/2302.00596v1
Asymptotic Analysis of Harmonic Maps With Prescribed Singularities,"Qing Han, Marcus Khuri, Gilbert Weinstein, Jingang Xiong","This is the first in a series of two papers to establish the mass-angular
momentum inequality for multiple black holes. We study singular harmonic maps
from domains of 3-dimensional Euclidean space to the hyperbolic plane having
bounded hyperbolic distance to extreme Kerr harmonic maps. We prove that every
such harmonic map admits a unique tangent harmonic map at the extreme black
hole horizon. The possible tangent maps are classified and shown to be shifted
`extreme Kerr' geodesics in the hyperbolic plane that depend on two parameters,
one determined by angular momentum and another by conical singularities. In
addition, rates of convergence to the tangent map are established. Similarly,
expansions in the asymptotically flat end are presented. These results,
together with those of Li-Tian [24, 25] and Weinstein [35,36], provide a
complete regularity theory for harmonic maps from $\mathbb R^3\setminus
z\text{-axis}$ to $\mathbb H^2$ with these prescribed singularities. The
analysis is additionally utilized to prove existence of the so called near
horizon limit, and to compute the associated near horizon geometries of extreme
black holes.",2022-12-30 17:06:37+00:00,http://arxiv.org/pdf/2212.14826v2
A projection-based reduced-order model for parametric quasi-static nonlinear mechanics using an open-source industrial code,"Eki Agouzal, Jean-Philippe Argaud, Michel Bergmann, Guilhem Ferté, Tommaso Taddei","We propose a projection-based model order reduction procedure for a general
class of parametric quasi-static problems in nonlinear mechanics with internal
variables. The methodology is integrated in the industrial finite element code
code aster. Model order reduction aims to lower the computational cost of
engineering studies that involve the simulation to a costly high-fidelity
differential model for many different parameters, which correspond, for example
to material properties or initial and boundary conditions. We develop an
adaptive algorithm based on a POD-Greedy strategy, and we develop an
hyper-reduction strategy based on an element-wise empirical quadrature in order
to speed up the assembly costs of the reduced-order model by building an
appropriate reduced mesh. We introduce a cost-efficient error indicator which
relies on the reconstruction of the stress field by a Gappy-POD strategy. We
present numerical results for a three-dimensional elastoplastic system in order
to illustrate and validate the methodology.",2022-12-30 17:05:37+00:00,http://arxiv.org/pdf/2212.14825v1
Active Learning for Neural Machine Translation,"Neeraj Vashistha, Kriti Singh, Ramakant Shakya","The machine translation mechanism translates texts automatically between
different natural languages, and Neural Machine Translation (NMT) has gained
attention for its rational context analysis and fluent translation accuracy.
However, processing low-resource languages that lack relevant training
attributes like supervised data is a current challenge for Natural Language
Processing (NLP). We incorporated a technique known Active Learning with the
NMT toolkit Joey NMT to reach sufficient accuracy and robust predictions of
low-resource language translation. With active learning, a semi-supervised
machine learning strategy, the training algorithm determines which unlabeled
data would be the most beneficial for obtaining labels using selected query
techniques. We implemented two model-driven acquisition functions for selecting
the samples to be validated. This work uses transformer-based NMT systems;
baseline model (BM), fully trained model (FTM) , active learning least
confidence based model (ALLCM), and active learning margin sampling based model
(ALMSM) when translating English to Hindi. The Bilingual Evaluation Understudy
(BLEU) metric has been used to evaluate system results. The BLEU scores of BM,
FTM, ALLCM and ALMSM systems are 16.26, 22.56 , 24.54, and 24.20, respectively.
The findings in this paper demonstrate that active learning techniques helps
the model to converge early and improve the overall quality of the translation
system.",2022-12-30 17:04:01+00:00,http://arxiv.org/pdf/2301.00688v1
eDIG-CHANGES I: Extended Hα Emission from the Extraplanar Diffuse Ionized Gas (eDIG) around CHANG-ES Galaxies,"Li-Yuan Lu, Jiang-Tao Li, Carlos J. Vargas, Rainer Beck, Joel N. Bregman, Ralf-Jurgen Dettmar, Jayanne English, Taotao Fang, George H. Heald, Hui Li, Zhijie Qu, Richard J. Rand, Michael Stein, Q. Daniel Wang, Jing Wang, Theresa Wiegert, Yun Zheng","The extraplanar diffuse ionized gas (eDIG) represents the cool/warm ionized
gas reservoir around galaxies. We present a spatial analysis of H$\alpha$
images of 22 nearby edge-on spiral galaxies from the CHANG-ES sample (the
eDIG-CHANGES project), taken with the APO 3.5m telescope, in order to study
their eDIG. We conduct an exponential fit to the vertical intensity profiles of
the sample galaxies, of which 16 can be decomposed into a thin disk plus an
extended thick disk component. The median value of the scale height (h) of the
extended component is $1.13\pm 0.14$ kpc. We find a tight sublinear correlation
between h and the SFR. Moreover, the offset of individual galaxies from the
best-fit SFR-h relation shows significant anti-correlation with SFR_SD. This
indicates that galaxies with more intense star formation tend to have
disproportionately extended eDIG. Combined with data from the literature, we
find that the correlations between the eDIG properties and the galaxies'
properties extend to broader ranges. We further compare the vertical extension
of the eDIG to multi-wavelength measurements of other CGM phases. We find the
eDIG to be slightly more extended than the neutral gas (HI 21-cm line),
indicating the existence of some extended ionizing sources. Most galaxies have
an X-ray scale height smaller than the h, suggesting that the majority of the
X-ray emission detected in shallow observations are actually from the thick
disk. The h is comparable to the L-band radio continuum scale height, both
slightly larger than that at higher frequencies (C-band), where the cooling is
stronger and the thermal contribution may be larger. The comparable H$\alpha$
and L-band scale height indicates that the thermal and non-thermal electrons
have similar spatial distributions. This further indicates that the thermal
gas, the cosmics rays, and the magnetic field may be close to energy
equipartition.",2022-12-30 16:59:33+00:00,http://arxiv.org/pdf/2212.14824v1
Improved discrepancy for the planar Coulomb gas at low temperatures,"Felipe Marceca, José Luis Romero","We study the planar Coulomb gas in the regime where the inverse temperature
$\beta_n$ grows at least logarithmically with respect to the number of
particles $n$ (freezing regime, $\beta_n\gtrsim \log n$). We show that, almost
surely for large $n$, the discrepancy between the number of particles in any
microscopic region and their expected value (given with adequate precision by
the equilibrium measure) is, up to log factors, of the order of the perimeter
of the observation window. The estimates are valid throughout the whole droplet
(the region where the particles accumulate), and are particularly interesting
near the boundary, while in the bulk they offer technical improvements over
known results.
  Our work builds on recent results on equidistribution at low temperatures and
improves on them by providing refined spectral asymptotics for certain Toeplitz
operators on the range of the erfc-kernel (sometimes called Faddeeva or plasma
dispersion kernel).",2022-12-30 16:50:04+00:00,http://arxiv.org/pdf/2212.14821v3
Critical values of inner functions,"Oleg Ivrii, Uri Kreitner","Let $\mathscr J$ be the space of inner functions of finite entropy endowed
with the topology of stable convergence. We prove that an inner function $F \in
\mathscr J$ possesses a radial limit (and in fact, a minimal fine limit) in the
unit disk at $\sigma(F')$ a.e. point on the unit circle. We use this to show
that the singular value measure $\nu(F) = \sum_{c \in \text{crit } F} (1-|c|)
\cdot \delta_{F(c)} + F_*(\sigma(F'))$ varies continuously in $F$. Our analysis
involves a surprising connection between Beurling-Carleson sets and angular
derivatives.",2022-12-30 16:39:27+00:00,http://arxiv.org/pdf/2212.14818v2
"The 2HD+a model: collider, dark matter and gravitational wave signals","Giorgio Arcadi, Nico Benincasa, Abdelhak Djouadi, Kristjan Kannike","We perform a comprehensive study of a model in which the Higgs sector is
extended to contain two Higgs doublet fields, with the four types of
possibilities to couple to standard fermions, as well as an additional light
pseudoscalar Higgs boson which mixes with the one of the two doublets. This
2HD+a model includes also a stable isosinglet massive fermion that has the
correct thermal relic abundance to account for the dark matter in the Universe.
We summarize the theoretical constraints to which the model is subject and then
perform a detailed study of the phenomenological constraints. In particular, we
discuss the bounds from the LHC in the search for light and heavy scalar
resonances and invisible states and those from high precision measurements in
the Higgs, electroweak and flavor sectors, addressing the possibility of
explaining the deviation from the standard expectation of the anomalous
magnetic moment of the muon and the $W$-boson mass recently observed at
Fermilab. We also summarize the astrophysical constraints from direct and
indirect detection dark matter experiments. We finally conduct a thorough
analysis of the cosmic phase transitions and the gravitational wave spectrum
that are implied by the model and identify the parameter space in which the
electroweak vacuum is reached after single and multiple phase transitions. We
then discuss the prospects for observing the signal of such gravitational waves
in near future experiments such as LISA, BBO or DECIGO.",2022-12-30 15:53:17+00:00,http://arxiv.org/pdf/2212.14788v2
Optimal convergence rate for homogenization of convex Hamilton-Jacobi equations in the periodic spatial-temporal environment,Hoang Nguyen-Tien,"We study the optimal convergence rate for homogenization problem of convex
Hamilton-Jacobi equations when the Hamitonian is periodic with respect to
spatial and time variables, and notably time-dependent. We prove a result
similar to that of [8], which means the optimal convergence rate is also
$O(\varepsilon)$.",2022-12-30 15:39:26+00:00,http://arxiv.org/pdf/2212.14782v1
BlueCov: Integrating Test Coverage and Model Checking with JBMC,"Matthias Güdemann, Peter Schrammel","Automated test case generation tools help businesses to write tests and
increase the safety net provided by high regression test coverage when making
code changes. Test generation needs to cover as much as possible of the
uncovered code while avoiding generating redundant tests for code that is
already covered by an existing test-suite.
  In this paper we present our work on a tool for the real world application of
integrating formal analysis with automatic test case generation. The test case
generation is based on coverage analysis using the Java bounded model checker
(JBMC). Counterexamples of the model checker can be translated into Java method
calls with specific parameters.
  In order to avoid the generation of redundant tests, it is necessary to
measure the coverage in the exact same way as JBMC generates its coverage
goals. Each existing coverage measurement tool uses a slightly different
instrumentation and thus a different coverage criterion. This makes integration
with a test case generator based on formal analysis difficult. Therefore, we
developed BlueCov as a specific runtime coverage measurement tool which uses
the exact same coverage criteria as JBMC does. This approach also allows for
incremental test-case generation, only generating test coverage for previously
untested code, e.g., to complete existing test suites.",2022-12-30 15:38:45+00:00,http://arxiv.org/pdf/2212.14779v1
Hybrid Deep Reinforcement Learning and Planning for Safe and Comfortable Automated Driving,"Dikshant Gupta, Mathias Klusch","We present a novel hybrid learning method, HyLEAR, for solving the
collision-free navigation problem for self-driving cars in POMDPs. HyLEAR
leverages interposed learning to embed knowledge of a hybrid planner into a
deep reinforcement learner to faster determine safe and comfortable driving
policies. In particular, the hybrid planner combines pedestrian path prediction
and risk-aware path planning with driving-behavior rule-based reasoning such
that the driving policies also take into account, whenever possible, the ride
comfort and a given set of driving-behavior rules. Our experimental performance
analysis over the CARLA-CTS1 benchmark of critical traffic scenarios revealed
that HyLEAR can significantly outperform the selected baselines in terms of
safety and ride comfort.",2022-12-30 15:19:01+00:00,http://arxiv.org/pdf/2301.00650v1
Understanding the Anomalous Hall effect in Co$_{1/3}$NbS$_{2}$ from crystal and magnetic structures,"K. Lu, A. Murzabekova, S. Shim, J. Park, S. Kim, L. Kish, Y. Wu, L. DeBeer-Schmitt, A. A. Aczel, A. Schleife, N. Mason, F. Mahmood, G. J. MacDougall","A large anomalous Hall effect (AHE) has recently been observed in the
intercalated transition metal dichalcogenide (TMDC) Co$_{1/3}$NbS$_{2}$ below a
known magnetic phase transition at $T_N$ = 29 K. The spins in this material are
widely believed to order in a highly symmetric collinear antiferromagnetic
configuration, causing extensive debate about how reports of an AHE can be
reconciled with such a state. In this article, we address this controversy by
presenting new neutron diffraction data on single crystals of
Co$_{1/3}$NbS$_{2}$ and an analysis that implies that moments in this material
order into a non-collinear configuration, but one that maintains the same
refelction symmetries as the collinear phase. We present new transport and
magneto-optic Kerr measurements which show that AHE signatures persist below
$T_N$ to temperatures as low as $T$ = 5 K and firmly associate them with the
long-range antiferromagnetic order. Finally, we show that these AHE signatures
can be quantitatively reproduced by density functional theory (DFT)
calculations based on the lattice and spin state determined with neutron
diffraction. These combined findings establishes the veracity of the 'crystal
Hall effect' picture, which shows how such effects can emerge from the shape of
magnetic orbitals in compounds containing chiral lattice symmetry regardless of
the symmetry of the ordered spin configuration. These results illuminate a new
path for the discovery of anomalous Hall materials and motivate a targeted
study of the transport properties of intercalated TMDCs and other compounds
containing antiferromagnetic order and chiral lattice symmetry.",2022-12-30 15:13:06+00:00,http://arxiv.org/pdf/2212.14762v1
A bivariate approach to realrootedness of special polynomials,Aurelien Xavier Gribinski,"In this paper, we exhibit new monotonicity properties of roots of families of
orthogonal polynomials $P_n^{(z)}(x)$ depending polynomially on a parameter
(Laguerre and Gegenbauer). By establishing that $P_n^{(z)}(x)$ are realrooted
in $z$ for $x$ in the support of orthogonality, we show realrootedness in $x$
and interlacing properties of $\partial_z^kP_n^{(z)}(x)$ for $k\leq n$ and $z
\geq 0$, establishing a dual approach to orthogonality.",2022-12-30 15:07:32+00:00,http://arxiv.org/pdf/2301.00642v4
Local Regularity of very weak $s$-harmonic functions via fractional difference quotients,"Alessandro Carbotti, Simone Cito, Domenico Angelo La Manna, Diego Pallara","The aim of this paper is to give a new proof that any very weak $s$-harmonic
function $u$ in the unit ball $B$ is smooth. As a first step, we improve the
local summability properties of $u$. Then, we exploit a suitable version of the
difference quotient method tailored to get rid of the singularity of the
integral kernel and gain Sobolev regularity and local linear estimates of the
$H^{s}_{\rm loc}$ norm of $u$. Finally, by applying more standard methods, such
as elliptic regularity and Schauder estimates, we reach real analyticity of
$u$. Up to the authors' knowledge, the difference quotient techniques are new.",2022-12-30 15:06:20+00:00,http://arxiv.org/pdf/2212.14757v5
Single pair of type-III Weyl points half-metals: BaNiIO$_6$ as an example,"Guangqian Ding, Jianhua Wang, Zhi-Ming Yu, Zeying Zhang, Wenhong Wang, Xiaotian Wang","The realization of Weyl systems with the minimum nonzero number of Weyl
points (WPs) and full spin polarization remains challenging in topology physics
and spintronic. In this study, for the first time, we used first-principle
calculations and symmetry analysis to demonstrate that BaNiIO$_6$, a
dynamically and thermodynamically stable half-metallic material, hosts fully
spin-polarized single-pair WPs (SP-WPs) with a charge number ($\cal{C}$) of
$\pm$2 and a type-\uppercase\expandafter{\romannumeral3} band dispersion around
the Fermi level. Moreover, the fully spin-polarized SP-WPs induce
double-helicoid Fermi arcs on the (10$\overline{1}$0) surface. The
half-metallic state and the spin-polarized SP-WPs are robust to uniform strains
(from -10\% to +8\%) and on-site Hubbard-Coulomb interactions (from 0 eV to 6
eV). When +9 % or +10 % uniform strain is applied to the BaNiIO$_6$ system, it
hosts six additional type-\uppercase\expandafter{\romannumeral2} WPs with
$\lvert{\cal{C}}\rvert=1$ in the three-dimensional Brillouin zone in addition
to the two type-\uppercase\expandafter{\romannumeral3} WPs with
$\lvert{\cal{C}}\rvert=2$. We hope that this study will motivate future
research into SP-WPs half-metals.",2022-12-30 14:51:24+00:00,http://arxiv.org/pdf/2212.14751v1
Superiorization: The asymmetric roles of feasibility-seeking and objective function reduction,Yair Censor,"The superiorization methodology can be thought of as lying conceptually
between feasibility-seeking and constrained minimization. It is not trying to
solve the full-fledged constrained minimization problem composed from the
modeling constraints and the chosen objective function. Rather, the task is to
find a feasible point which is ""superior"" (in a well-defined manner) with
respect to the objective function, to one returned by a feasibility-seeking
only algorithm. We telegraphically review the superiorization methodology and
where it stands today and propose a rigorous formulation of its, yet only
partially resolved, guarantee problem. The real-world situation in an
application field is commonly represented by constraints defined by the
modeling process and the data, obtained from measurements or otherwise dictated
by the model-user. The feasibility-seeking problem requires to find a point in
the intersection of all constraints without using any objective function to aim
at any specific feasible point. At the heart of the superiorization methodology
lies the modeler desire to use an objective function, that is exogenous to the
constraints, in order to seek a feasible solution that will have lower (not
necessarily minimal) objective function value. This aim is less demanding than
full-fledged constrained minimization but more demanding than plain
feasibility-seeking. Putting emphasis on the need to satisfy the constraints,
because they represent the real-world situation, one recognizes the ""asymmetric
roles of feasibility-seeking and objective function reduction"", namely, that
fulfilling the constraints is the main task while reduction of the exogenous
objective function plays only a secondary role. There are two research
directions in the superiorization methodology: Weak superiorization and strong
superiorization.",2022-12-30 14:08:10+00:00,http://arxiv.org/pdf/2212.14724v1
"Boundary regularity results for minimisers of convex functionals with $(p,q)$-growth","Christopher Irving, Lukas Koch","We prove improved differentiability results for relaxed minimisers of
vectorial convex functionals with $(p, q)$-growth, satisfying a H\""older-growth
condition in $x$. We consider both Dirichlet and Neumann boundary data. In
addition, we obtain a characterisation of regular boundary points for such
minimisers. In particular, in case of homogeneous boundary conditions, this
allows us to deduce partial boundary regularity of relaxed minimisers on smooth
domains for radial integrands. We also obtain some partial boundary regularity
results for non-homogeneous Neumann boundary conditions.",2022-12-30 14:07:58+00:00,http://arxiv.org/pdf/2212.14723v2
NISQ-ready community detection based on separation-node identification,"Jonas Stein, Dominik Ott, Jonas Nüßlein, David Bucher, Mirco Schoenfeld, Sebastian Feld","The analysis of network structure is essential to many scientific areas,
ranging from biology to sociology. As the computational task of clustering
these networks into partitions, i.e., solving the community detection problem,
is generally NP-hard, heuristic solutions are indispensable. The exploration of
expedient heuristics has led to the development of particularly promising
approaches in the emerging technology of quantum computing. Motivated by the
substantial hardware demands for all established quantum community detection
approaches, we introduce a novel QUBO based approach that only needs
number-of-nodes many qubits and is represented by a QUBO-matrix as sparse as
the input graph's adjacency matrix. The substantial improvement on the sparsity
of the QUBO-matrix, which is typically very dense in related work, is achieved
through the novel concept of separation-nodes. Instead of assigning every node
to a community directly, this approach relies on the identification of a
separation-node set, which -- upon its removal from the graph -- yields a set
of connected components, representing the core components of the communities.
Employing a greedy heuristic to assign the nodes from the separation-node sets
to the identified community cores, subsequent experimental results yield a
proof of concept. This work hence displays a promising approach to NISQ ready
quantum community detection, catalyzing the application of quantum computers
for the network structure analysis of large scale, real world problem
instances.",2022-12-30 13:58:06+00:00,http://arxiv.org/pdf/2212.14717v2
Foreground Removal of CO Intensity Mapping Using Deep Learning,"Xingchen Zhou, Yan Gong, Furen Deng, Meng Zhang, Bin Yue, Xuelei Chen","Line intensity mapping (LIM) is a promising probe to study star formation,
the large-scale structure of the Universe, and the epoch of reionization (EoR).
Since carbon monoxide (CO) is the second most abundant molecule in the Universe
except for molecular hydrogen ${\rm H}_2$, it is suitable as a tracer for LIM
surveys. However, just like other LIM surveys, CO intensity mapping also
suffers strong foreground contamination that needs to be eliminated for
extracting valuable astrophysical and cosmological information. In this work,
we take $^{12}$CO($\it J$=1-0) emission line as an example to investigate
whether deep learning method can effectively recover the signal by removing the
foregrounds. The CO(1-0) intensity maps are generated by N-body simulations
considering CO luminosity and halo mass relation, and we discuss two cases with
median and low CO signals by comparing different relations. We add foregrounds
generated from real observations, including thermal dust, spinning dust,
free-free, synchrotron emission and CMB anisotropy. The beam with sidelobe
effect is also considered. Our deep learning model is built upon ResUNet, which
combines image generation algorithm UNet with the state-of-the-art architecture
of deep learning, ResNet. The principal component analysis (PCA) method is
employed to preprocess data before feeding it to the ResUNet. We find that, in
the case of low instrumental noise, our UNet can efficiently reconstruct the CO
signal map with correct line power spectrum by removing the foregrounds and
recovering PCA signal loss and beam effects. Our method also can be applied to
other intensity mappings like neutral hydrogen 21cm surveys.",2022-12-30 13:53:50+00:00,http://arxiv.org/pdf/2212.14712v2
Asymptotic Equipartition Theorems in von Neumann algebras,"Omar Fawzi, Li Gao, Mizanur Rahaman","The Asymptotic Equipartition Property (AEP) in information theory establishes
that independent and identically distributed (i.i.d.) states behave in a way
that is similar to uniform states. In particular, with appropriate smoothing,
for such states both the min and the max relative entropy asymptotically
coincide with the relative entropy. In this paper, we generalize several such
equipartition properties to states on general von Neumann algebras.
  First, we show that the smooth max relative entropy of i.i.d. states on a von
Neumann algebra has an asymptotic rate given by the quantum relative entropy.
In fact, our AEP not only applies to states, but also to quantum channels with
appropriate restrictions. In addition, going beyond the i.i.d. assumption, we
show that for states that are produced by a sequential process of quantum
channels, the smooth max relative entropy can be upper bounded by the sum of
appropriate channel relative entropies.
  Our main technical contributions are to extend to the context of general von
Neumann algebras a chain rule for quantum channels, as well as an additivity
result for the channel relative entropy with a replacer channel.",2022-12-30 13:42:35+00:00,http://arxiv.org/pdf/2212.14700v2
Image-Coupled Volume Propagation for Stereo Matching,"Oh-Hun Kwon, Eduard Zell","Several leading methods on public benchmarks for depth-from-stereo rely on
memory-demanding 4D cost volumes and computationally intensive 3D convolutions
for feature matching. We suggest a new way to process the 4D cost volume where
we merge two different concepts in one deeply integrated framework to achieve a
symbiotic relationship. A feature matching part is responsible for identifying
matching pixels pairs along the baseline while a concurrent image volume part
is inspired by depth-from-mono CNNs. However, instead of predicting depth
directly from image features, it provides additional context to resolve
ambiguities during pixel matching. More technically, the processing of the 4D
cost volume is separated into a 2D propagation and a 3D propagation part.
Starting from feature maps of the left image, the 2D propagation assists the 3D
propagation part of the cost volume at different layers by adding visual
features to the geometric context. By combining both parts, we can safely
reduce the scale of 3D convolution layers in the matching part without
sacrificing accuracy. Experiments demonstrate that our end-to-end trained CNN
is ranked 2nd on KITTI2012 and ETH3D benchmarks while being significantly
faster than the 1st-ranked method. Furthermore, we notice that the coupling of
image and matching-volume improves fine-scale details as demonstrated by our
qualitative analysis.",2022-12-30 13:23:25+00:00,http://arxiv.org/pdf/2301.00695v1
An Entropy-Based Model for Hierarchical Learning,Amir R. Asadi,"Machine learning is the dominant approach to artificial intelligence, through
which computers learn from data and experience. In the framework of supervised
learning, a necessity for a computer to learn from data accurately and
efficiently is to be provided with auxiliary information about the data
distribution and target function through the learning model. This notion of
auxiliary information relates to the concept of regularization in statistical
learning theory. A common feature among real-world datasets is that data
domains are multiscale and target functions are well-behaved and smooth. This
paper proposes an entropy-based learning model that exploits this data
structure and discusses its statistical and computational benefits. The
hierarchical learning model is inspired by human beings' logical and
progressive easy-to-hard learning mechanism and has interpretable levels. The
model apportions computational resources according to the complexity of data
instances and target functions. This property can have multiple benefits,
including higher inference speed and computational savings in training a model
for many users or when training is interrupted. We provide a statistical
analysis of the learning mechanism using multiscale entropies and show that it
can yield significantly stronger guarantees than uniform convergence bounds.",2022-12-30 13:14:46+00:00,http://arxiv.org/pdf/2212.14681v2
